Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
03:08:2020,12:00:00,216,0.034627,0.054860,0.067337,-999.,-999.,0.087618,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.151703,-999.,-999.,0.202671,-999.,-999.,0.267821,0.300852,2.007603,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.617392,2.096606,1.929328,1.466929,1.578274,-999.,82,82,82,0,0,82,0,0,0,0,0,0,0,0,82,0,0,82,0,0,82,82,82,0,0,0,0,0,0,0,82,82,82,82,82,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
04:08:2020,12:00:00,217,0.033723,0.056628,0.069682,-999.,-999.,0.087561,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.137428,-999.,-999.,0.175394,-999.,-999.,0.222550,0.234230,1.557082,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.347896,1.757803,1.591297,1.224525,1.154488,-999.,99,99,99,0,0,99,0,0,0,0,0,0,0,0,99,0,0,99,0,0,99,99,99,0,0,0,0,0,0,0,99,99,99,99,99,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
05:08:2020,12:00:00,218,0.038158,0.062676,0.076400,-999.,-999.,0.101833,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.170688,-999.,-999.,0.221456,-999.,-999.,0.288028,0.319879,1.793197,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.548403,1.884816,1.771915,1.442516,1.437705,-999.,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
06:08:2020,12:00:00,219,0.026256,0.039143,0.046420,-999.,-999.,0.052669,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.086010,-999.,-999.,0.118428,-999.,-999.,0.159329,0.175688,1.837205,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.380708,2.259564,1.843069,1.138517,1.575749,-999.,85,85,85,0,0,85,0,0,0,0,0,0,0,0,85,0,0,85,0,0,84,84,85,0,0,0,0,0,0,0,85,85,85,85,84,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
07:08:2020,12:00:00,220,0.035765,0.055030,0.065036,-999.,-999.,0.073867,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.115611,-999.,-999.,0.154282,-999.,-999.,0.205459,0.223337,1.678213,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.275354,2.104591,1.690432,1.058500,1.495510,-999.,17,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,17,17,18,0,0,0,0,0,0,0,18,18,18,18,17,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
08:08:2020,12:00:00,221,0.018955,0.029450,0.034410,-999.,-999.,0.034021,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.053675,-999.,-999.,0.078727,-999.,-999.,0.112942,0.121471,1.649881,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.194804,2.753815,1.884971,0.804994,1.736476,-999.,129,129,129,0,0,129,0,0,0,0,0,0,0,0,129,0,0,129,0,0,129,129,129,0,0,0,0,0,0,0,129,129,129,129,129,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
09:08:2020,12:00:00,222,0.020353,0.031209,0.036552,-999.,-999.,0.036600,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.059130,-999.,-999.,0.086211,-999.,-999.,0.122916,0.132980,1.660036,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.252935,2.693287,1.927776,0.887211,1.741834,-999.,91,91,91,0,0,91,0,0,0,0,0,0,0,0,91,0,0,91,0,0,91,91,91,0,0,0,0,0,0,0,91,91,91,91,91,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
10:08:2020,12:00:00,223,0.021742,0.031686,0.036949,-999.,-999.,0.033697,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.052193,-999.,-999.,0.079071,-999.,-999.,0.114682,0.121082,1.325966,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.098935,2.910252,1.902654,0.644207,1.729486,-999.,60,60,60,0,0,60,0,0,0,0,0,0,0,0,60,0,0,60,0,0,59,59,60,0,0,0,0,0,0,0,60,60,60,60,59,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
11:08:2020,12:00:00,224,0.022524,0.033731,0.039669,-999.,-999.,0.042110,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.065847,-999.,-999.,0.091861,-999.,-999.,0.125732,0.134490,1.131512,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.226363,2.395734,1.775842,0.922449,1.520587,-999.,80,80,80,0,0,80,0,0,0,0,0,0,0,0,80,0,0,80,0,0,80,80,80,0,0,0,0,0,0,0,80,80,80,80,80,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
12:08:2020,12:00:00,225,0.023493,0.034407,0.040269,-999.,-999.,0.042052,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.066769,-999.,-999.,0.094640,-999.,-999.,0.129767,0.139903,1.409445,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.267293,2.434956,1.834970,0.956918,1.570376,-999.,69,69,69,0,0,69,0,0,0,0,0,0,0,0,69,0,0,69,0,0,69,69,69,0,0,0,0,0,0,0,69,69,69,69,69,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
13:08:2020,12:00:00,226,0.018683,0.026672,0.030163,-999.,-999.,0.030116,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.046198,-999.,-999.,0.066392,-999.,-999.,0.090975,0.096474,1.916184,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.146073,2.498028,1.772021,0.788329,1.505573,-999.,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,50,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
14:08:2020,12:00:00,227,0.026288,0.040175,0.047008,-999.,-999.,0.053599,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.083907,-999.,-999.,0.112906,-999.,-999.,0.150078,0.162176,1.644955,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.283998,2.132482,1.693365,1.061865,1.449551,-999.,84,84,84,0,0,84,0,0,0,0,0,0,0,0,84,0,0,84,0,0,84,84,84,0,0,0,0,0,0,0,84,84,84,84,84,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
15:08:2020,12:00:00,228,0.027053,0.039592,0.044719,-999.,-999.,0.043752,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.063266,-999.,-999.,0.087750,-999.,-999.,0.120957,0.125378,1.683776,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.961165,2.446157,1.560843,0.613627,1.465522,-999.,81,81,81,0,0,81,0,0,0,0,0,0,0,0,81,0,0,81,0,0,81,81,81,0,0,0,0,0,0,0,81,81,81,81,81,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
16:08:2020,12:00:00,229,0.028673,0.051098,0.063290,-999.,-999.,0.082122,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.135730,-999.,-999.,0.175750,-999.,-999.,0.225499,0.242298,1.644745,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.490671,1.881707,1.751146,1.364677,1.293801,-999.,119,119,119,0,0,119,0,0,0,0,0,0,0,0,119,0,0,119,0,0,119,119,119,0,0,0,0,0,0,0,119,119,119,119,119,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
17:08:2020,12:00:00,230,0.028251,0.058894,0.076932,-999.,-999.,0.109857,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.195195,-999.,-999.,0.254064,-999.,-999.,0.326970,0.346498,1.592144,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.563033,2.172464,1.884409,1.396581,1.473115,-999.,126,126,126,0,0,126,0,0,0,0,0,0,0,0,126,0,0,126,0,0,126,122,126,0,0,0,0,0,0,0,126,126,126,126,126,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
18:08:2020,12:00:00,231,0.047591,0.101653,0.136377,-999.,-999.,0.214575,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.392707,-999.,-999.,0.502988,-999.,-999.,0.637528,0.711532,1.659060,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.905425,1.766711,1.973758,1.890228,1.385016,-999.,109,109,109,0,0,109,0,0,0,0,0,0,0,0,109,0,0,109,0,0,109,107,109,0,0,0,0,0,0,0,109,109,109,109,109,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
19:08:2020,12:00:00,232,0.038309,0.086771,0.117482,-999.,-999.,0.183141,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.336854,-999.,-999.,0.435023,-999.,-999.,0.555849,0.622847,1.683321,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.927614,1.855204,2.028930,1.895751,1.444545,-999.,99,99,99,0,0,99,0,0,0,0,0,0,0,0,99,0,0,99,0,0,99,99,99,0,0,0,0,0,0,0,99,99,99,99,99,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
20:08:2020,12:00:00,233,0.065330,0.186212,0.269306,-999.,-999.,0.466891,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.846229,-999.,-999.,1.045874,-999.,-999.,1.268924,1.379855,1.319312,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.983225,1.499891,1.895981,2.042028,1.101567,-999.,104,104,104,0,0,104,0,0,0,0,0,0,0,0,104,0,0,103,0,0,96,91,104,0,0,0,0,0,0,0,104,103,104,104,96,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
21:08:2020,12:00:00,234,0.057785,0.123937,0.164537,-999.,-999.,0.247787,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.411668,-999.,-999.,0.505182,-999.,-999.,0.611592,0.651062,1.444617,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.656801,1.566105,1.715464,1.638073,1.148898,-999.,104,104,104,0,0,104,0,0,0,0,0,0,0,0,104,0,0,104,0,0,104,100,104,0,0,0,0,0,0,0,104,104,104,104,104,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
22:08:2020,12:00:00,235,0.049564,0.141527,0.200475,-999.,-999.,0.325350,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.544279,-999.,-999.,0.653842,-999.,-999.,0.765131,0.808193,1.380567,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.737701,1.247433,1.641965,1.797605,0.834776,-999.,124,124,124,0,0,124,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,121,124,0,0,0,0,0,0,0,124,124,124,124,124,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
23:08:2020,12:00:00,236,0.051483,0.142260,0.200087,-999.,-999.,0.323024,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.542980,-999.,-999.,0.655667,-999.,-999.,0.773309,0.818245,1.632578,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.745472,1.296680,1.663852,1.798157,0.883860,-999.,113,113,113,0,0,113,0,0,0,0,0,0,0,0,113,0,0,113,0,0,113,111,113,0,0,0,0,0,0,0,113,113,113,113,113,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
24:08:2020,12:00:00,237,0.049954,0.144524,0.206159,-999.,-999.,0.341497,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.588958,-999.,-999.,0.717496,-999.,-999.,0.852754,0.910998,1.671219,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.833688,1.367330,1.745366,1.890010,0.967380,-999.,107,107,107,0,0,107,0,0,0,0,0,0,0,0,107,0,0,107,0,0,103,97,107,0,0,0,0,0,0,0,107,107,107,107,103,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
25:08:2020,12:00:00,238,0.037147,0.105740,0.149842,-999.,-999.,0.243678,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.423301,-999.,-999.,0.522011,-999.,-999.,0.629420,0.676784,1.654978,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.835497,1.457030,1.786951,1.871409,1.035589,-999.,125,125,125,0,0,125,0,0,0,0,0,0,0,0,125,0,0,125,0,0,125,124,125,0,0,0,0,0,0,0,125,125,125,125,125,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
26:08:2020,12:00:00,239,0.029320,0.082678,0.115368,-999.,-999.,0.181197,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.315792,-999.,-999.,0.395116,-999.,-999.,0.484910,0.521774,1.875067,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.806771,1.587751,1.822646,1.809605,1.124144,-999.,115,115,115,0,0,115,0,0,0,0,0,0,0,0,115,0,0,115,0,0,115,114,115,0,0,0,0,0,0,0,115,115,115,115,115,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
27:08:2020,12:00:00,240,0.019183,0.049558,0.065472,-999.,-999.,0.088052,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.149330,-999.,-999.,0.195044,-999.,-999.,0.249888,0.262906,2.197186,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.601066,1.913457,1.839061,1.485414,1.212882,-999.,79,79,79,0,0,79,0,0,0,0,0,0,0,0,79,0,0,79,0,0,79,79,79,0,0,0,0,0,0,0,79,79,79,79,79,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
28:08:2020,12:00:00,241,0.021107,0.052280,0.069501,-999.,-999.,0.097042,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.166839,-999.,-999.,0.216185,-999.,-999.,0.274832,0.293946,1.901394,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.670813,1.824802,1.852887,1.587766,1.226634,-999.,87,87,87,0,0,87,0,0,0,0,0,0,0,0,87,0,0,87,0,0,87,87,87,0,0,0,0,0,0,0,87,87,87,87,87,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
29:08:2020,12:00:00,242,0.015694,0.041348,0.053289,-999.,-999.,0.068201,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.114091,-999.,-999.,0.153161,-999.,-999.,0.200799,0.212707,1.717527,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.543745,2.219763,1.873839,1.365665,1.440645,-999.,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,20,20,21,0,0,0,0,0,0,0,21,21,21,21,20,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
30:08:2020,12:00:00,243,0.019854,0.039326,0.048045,-999.,-999.,0.055767,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.089310,-999.,-999.,0.120183,-999.,-999.,0.160264,0.169784,1.789844,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.346764,2.127821,1.742806,1.140219,1.384269,-999.,49,49,49,0,0,49,0,0,0,0,0,0,0,0,49,0,0,49,0,0,49,49,49,0,0,0,0,0,0,0,49,49,49,49,49,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
31:08:2020,12:00:00,244,0.024813,0.044085,0.050715,-999.,-999.,0.058225,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.090127,-999.,-999.,0.118131,-999.,-999.,0.152090,0.160119,1.810871,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.253520,1.954649,1.627019,1.060935,1.259264,-999.,9,8,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
02:09:2020,12:00:00,246,0.010172,0.028439,0.036605,-999.,-999.,0.039960,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.061977,-999.,-999.,0.088079,-999.,-999.,0.117955,0.119247,1.078690,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.262399,2.402925,1.771500,0.954372,1.253292,-999.,97,97,97,0,0,97,0,0,0,0,0,0,0,0,97,0,0,97,0,0,97,97,97,0,0,0,0,0,0,0,97,97,97,97,97,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
03:09:2020,12:00:00,247,0.009459,0.023191,0.029044,-999.,-999.,0.028140,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.042808,-999.,-999.,0.064718,-999.,-999.,0.090642,0.089488,0.916626,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.135251,2.783323,1.861821,0.687539,1.330889,-999.,121,121,121,0,0,121,0,0,0,0,0,0,0,0,121,0,0,121,0,0,121,121,121,0,0,0,0,0,0,0,121,118,121,121,121,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
04:09:2020,12:00:00,248,0.023903,0.039440,0.045880,-999.,-999.,0.047094,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.068729,-999.,-999.,0.095459,-999.,-999.,0.129405,0.134621,1.349175,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.050853,2.384064,1.588848,0.727552,1.411327,-999.,105,105,105,0,0,105,0,0,0,0,0,0,0,0,105,0,0,105,0,0,105,105,105,0,0,0,0,0,0,0,105,105,105,105,105,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
05:09:2020,12:00:00,249,0.025575,0.041418,0.047876,-999.,-999.,0.049775,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.075663,-999.,-999.,0.105922,-999.,-999.,0.146063,0.156827,1.575811,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.149280,2.417472,1.695844,0.838243,1.573811,-999.,108,108,108,0,0,108,0,0,0,0,0,0,0,0,108,0,0,108,0,0,108,108,108,0,0,0,0,0,0,0,108,108,108,108,108,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
06:09:2020,12:00:00,250,0.020208,0.034907,0.040778,-999.,-999.,0.041572,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.064231,-999.,-999.,0.091145,-999.,-999.,0.127594,0.136474,1.263999,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.171471,2.569075,1.768642,0.743587,1.639091,-999.,129,129,129,0,0,129,0,0,0,0,0,0,0,0,120,0,0,129,0,0,129,129,129,0,0,0,0,0,0,0,129,129,129,129,129,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
07:09:2020,12:00:00,251,0.025721,0.061037,0.079930,-999.,-999.,0.109344,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.176974,-999.,-999.,0.226686,-999.,-999.,0.287450,0.309432,0.942042,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.548626,1.809555,1.720902,1.456732,1.269697,-999.,86,86,86,0,0,86,0,0,0,0,0,0,0,0,86,0,0,86,0,0,86,86,86,0,0,0,0,0,0,0,86,86,86,86,86,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
08:09:2020,12:00:00,252,0.149515,0.365170,0.497131,-999.,-999.,0.766962,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.138379,-999.,-999.,1.272079,-999.,-999.,1.356288,1.331264,1.269430,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.392486,0.748416,1.214789,1.485799,0.351939,-999.,42,42,42,0,0,42,0,0,0,0,0,0,0,0,41,0,0,40,0,0,30,26,42,0,0,0,0,0,0,0,42,40,41,42,30,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
11:09:2020,12:00:00,255,0.139904,0.420646,0.571709,-999.,-999.,0.831258,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.074067,-999.,-999.,1.110972,-999.,-999.,1.005677,-999.,0.967528,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.043282,0.243390,0.793963,1.151091,0.033423,-999.,86,87,87,0,0,87,0,0,0,0,0,0,0,0,81,0,0,81,0,0,70,0,87,0,0,0,0,0,0,0,87,81,82,87,70,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
12:09:2020,12:00:00,256,0.054702,0.186006,0.259710,-999.,-999.,0.389433,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.538444,-999.,-999.,0.590436,-999.,-999.,0.610946,-999.,0.694441,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.202318,0.459080,0.988505,1.309286,0.238008,-999.,94,94,94,0,0,94,0,0,0,0,0,0,0,0,94,0,0,94,0,0,94,0,94,0,0,0,0,0,0,0,94,94,94,94,94,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
13:09:2020,12:00:00,257,0.100139,0.326101,0.436853,-999.,-999.,0.611914,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.751501,-999.,-999.,0.768814,-999.,-999.,0.743599,-999.,0.788358,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.834214,-0.011046,0.567656,0.970193,-0.197231,-999.,113,113,113,0,0,113,0,0,0,0,0,0,0,0,113,0,0,112,0,0,110,0,113,0,0,0,0,0,0,0,113,112,113,113,110,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
14:09:2020,12:00:00,258,0.096681,0.308258,0.416062,-999.,-999.,0.592593,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.757173,-999.,-999.,0.796397,-999.,-999.,0.793485,-999.,0.970336,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.950332,0.169831,0.712646,1.071262,-0.024790,-999.,93,93,93,0,0,93,0,0,0,0,0,0,0,0,93,0,0,93,0,0,93,0,93,0,0,0,0,0,0,0,93,93,93,93,93,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
15:09:2020,12:00:00,259,0.023274,0.064884,0.087404,-999.,-999.,0.121556,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.172713,-999.,-999.,0.206988,-999.,-999.,0.234675,0.235639,1.087926,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.248958,1.127720,1.228362,1.228368,0.526911,-999.,121,121,121,0,0,121,0,0,0,0,0,0,0,0,121,0,0,121,0,0,121,121,121,0,0,0,0,0,0,0,121,121,121,121,121,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
16:09:2020,12:00:00,260,0.028668,0.069580,0.092529,-999.,-999.,0.130233,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.195978,-999.,-999.,0.241335,-999.,-999.,0.285410,0.300278,0.966180,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.419673,1.478627,1.492578,1.357197,0.926995,-999.,116,116,116,0,0,116,0,0,0,0,0,0,0,0,116,0,0,116,0,0,116,116,116,0,0,0,0,0,0,0,116,116,116,116,116,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
17:09:2020,12:00:00,261,0.061483,0.173875,0.232002,-999.,-999.,0.328082,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.438753,-999.,-999.,0.482691,-999.,-999.,0.509381,0.503133,0.949934,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.071258,0.548610,0.914766,1.144586,0.178223,-999.,118,118,118,0,0,118,0,0,0,0,0,0,0,0,118,0,0,118,0,0,118,116,118,0,0,0,0,0,0,0,118,118,118,118,118,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
18:09:2020,12:00:00,262,0.080448,0.243655,0.326978,-999.,-999.,0.466501,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.610284,-999.,-999.,0.655183,-999.,-999.,0.673316,0.659394,0.939162,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.016626,0.359566,0.811337,1.118450,0.036762,-999.,118,118,118,0,0,118,0,0,0,0,0,0,0,0,118,0,0,118,0,0,118,113,118,0,0,0,0,0,0,0,118,118,118,118,118,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
19:09:2020,12:00:00,263,0.060423,0.179347,0.240438,-999.,-999.,0.340515,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.447399,-999.,-999.,0.486690,-999.,-999.,0.506144,0.496622,1.045111,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.028762,0.457693,0.849105,1.112064,0.099049,-999.,123,123,123,0,0,123,0,0,0,0,0,0,0,0,123,0,0,123,0,0,123,120,123,0,0,0,0,0,0,0,123,123,123,123,123,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
20:09:2020,12:00:00,264,0.042157,0.115859,0.155361,-999.,-999.,0.221249,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.305250,-999.,-999.,0.346470,-999.,-999.,0.376654,0.376479,1.105939,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.167864,0.771524,1.051137,1.213324,0.339967,-999.,124,124,124,0,0,124,0,0,0,0,0,0,0,0,124,0,0,124,0,0,124,124,124,0,0,0,0,0,0,0,124,124,124,124,124,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
21:09:2020,12:00:00,265,0.032785,0.085521,0.113870,-999.,-999.,0.159712,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.225078,-999.,-999.,0.263770,-999.,-999.,0.295997,0.298096,1.111524,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.222448,1.018648,1.169713,1.226998,0.506698,-999.,121,121,121,0,0,121,0,0,0,0,0,0,0,0,121,0,0,121,0,0,121,121,121,0,0,0,0,0,0,0,121,121,121,121,121,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
