Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)
15:11:2020,12:00:00,320,0.001536,0.008685,0.010690,-999.,-999.,0.004543,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.017187,-999.,-999.,0.024624,0.019731,0.473408,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.997783,2.510029,2.365147,-0.561825,0.558342,-999.,85,85,85,0,0,85,0,0,0,0,0,0,0,0,0,0,0,85,0,0,85,85,85,0,0,0,0,0,0,0,85,85,46,19,85,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
16:11:2020,12:00:00,321,0.000832,0.008076,0.010330,-999.,-999.,0.003529,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.015601,-999.,-999.,0.023049,0.017280,0.482109,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.984901,2.578768,2.474524,-0.679298,0.520499,-999.,93,93,93,0,0,93,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93,93,93,0,0,0,0,0,0,0,93,83,43,12,93,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
17:11:2020,12:00:00,322,0.004042,0.012583,0.015275,-999.,-999.,0.009492,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.010155,-999.,-999.,0.026961,-999.,-999.,0.036470,0.033151,0.560542,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.555864,2.950456,2.132127,-0.269183,0.658802,-999.,65,65,65,0,0,65,0,0,0,0,0,0,0,0,55,0,0,65,0,0,65,65,65,0,0,0,0,0,0,0,65,34,57,28,65,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
18:11:2020,12:00:00,323,0.028059,0.048894,0.059483,-999.,-999.,0.074632,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.113385,-999.,-999.,0.151109,-999.,-999.,0.187604,0.204852,1.046809,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.325246,1.867025,1.594154,1.137562,1.192699,-999.,81,81,81,0,0,81,0,0,0,0,0,0,0,0,81,0,0,81,0,0,81,81,81,0,0,0,0,0,0,0,81,81,81,81,81,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
19:11:2020,12:00:00,324,0.013926,0.026364,0.031404,-999.,-999.,0.031805,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.044515,-999.,-999.,0.070394,-999.,-999.,0.092343,0.096112,0.911762,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.099077,2.713994,1.725508,0.621101,1.260284,-999.,76,76,76,0,0,76,0,0,0,0,0,0,0,0,76,0,0,76,0,0,76,76,76,0,0,0,0,0,0,0,76,76,76,76,76,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
20:11:2020,12:00:00,325,0.027803,0.039568,0.042716,-999.,-999.,0.042185,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.054540,-999.,-999.,0.081070,-999.,-999.,0.100859,0.105011,0.887440,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.960745,2.376177,1.541017,0.520418,1.075527,-999.,16,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
21:11:2020,12:00:00,326,0.027144,0.045989,0.052251,-999.,-999.,0.059873,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.084791,-999.,-999.,0.114515,-999.,-999.,0.143951,0.152366,1.113294,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.115440,1.948398,1.447074,0.873716,1.108619,-999.,26,27,26,0,0,26,0,0,0,0,0,0,0,0,27,0,0,26,0,0,27,27,26,0,0,0,0,0,0,0,26,27,26,26,27,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
24:11:2020,12:00:00,329,0.009653,0.021952,0.025207,-999.,-999.,0.025127,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.027979,-999.,-999.,0.045900,-999.,-999.,0.057077,0.056209,0.529037,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.730825,2.692105,1.238691,0.179804,0.819177,-999.,68,70,70,0,0,70,0,0,0,0,0,0,0,0,68,0,0,69,0,0,68,68,69,0,0,0,0,0,0,0,70,68,69,70,68,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
25:11:2020,12:00:00,330,0.002655,0.012620,0.014403,-999.,-999.,0.012753,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.012857,-999.,-999.,0.028390,-999.,-999.,0.038132,0.036540,0.376551,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.628206,2.813971,1.497906,0.085031,1.055002,-999.,94,94,94,0,0,94,0,0,0,0,0,0,0,0,94,0,0,94,0,0,94,94,94,0,0,0,0,0,0,0,94,44,94,65,94,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
26:11:2020,12:00:00,331,0.002414,0.011546,0.012964,-999.,-999.,0.010105,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.008723,-999.,-999.,0.023264,-999.,-999.,0.030640,0.026954,0.396995,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.371767,2.835914,1.485466,0.039486,0.641502,-999.,81,81,81,0,0,81,0,0,0,0,0,0,0,0,81,0,0,81,0,0,81,81,81,0,0,0,0,0,0,0,81,42,81,43,81,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
28:11:2020,12:00:00,333,0.004694,0.017115,0.020434,-999.,-999.,0.023322,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.031260,-999.,-999.,0.050571,-999.,-999.,0.065587,0.069815,0.610042,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.217969,2.707390,1.647296,0.783725,1.302525,-999.,35,35,35,0,0,35,0,0,0,0,0,0,0,0,35,0,0,35,0,0,35,35,35,0,0,0,0,0,0,0,35,35,35,35,35,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
29:11:2020,12:00:00,334,0.005791,0.015289,0.017043,-999.,-999.,0.015538,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.015349,-999.,-999.,0.030960,-999.,-999.,0.038967,0.037558,0.341837,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.610996,2.618461,1.358946,0.003488,0.793492,-999.,91,91,91,0,0,91,0,0,0,0,0,0,0,0,91,0,0,91,0,0,91,91,91,0,0,0,0,0,0,0,91,56,91,70,91,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
30:11:2020,12:00:00,335,0.005168,0.014946,0.016988,-999.,-999.,0.016096,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.018166,-999.,-999.,0.031652,-999.,-999.,0.038398,0.036609,0.324074,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.736094,2.821184,1.370070,0.082694,0.609320,-999.,95,95,95,0,0,95,0,0,0,0,0,0,0,0,95,0,0,95,0,0,95,95,95,0,0,0,0,0,0,0,95,95,95,95,95,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
01:12:2020,12:00:00,336,0.007360,0.017563,0.020203,-999.,-999.,0.021431,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.025359,-999.,-999.,0.039079,-999.,-999.,0.047036,0.046159,0.320508,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.842171,2.300443,1.259887,0.389427,0.673393,-999.,98,98,98,0,0,98,0,0,0,0,0,0,0,0,98,0,0,98,0,0,98,98,98,0,0,0,0,0,0,0,98,98,98,98,98,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
02:12:2020,12:00:00,337,0.005686,0.015006,0.017961,-999.,-999.,0.022357,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.031020,-999.,-999.,0.042049,-999.,-999.,0.052833,0.056104,0.372053,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.213685,1.963305,1.416953,1.010107,1.163318,-999.,24,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
03:12:2020,12:00:00,338,0.008223,0.019109,0.022357,-999.,-999.,0.026020,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.035840,-999.,-999.,0.051111,-999.,-999.,0.061575,0.064737,0.360399,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.143448,2.008089,1.472856,0.851902,0.948725,-999.,88,88,88,0,0,88,0,0,0,0,0,0,0,0,88,0,0,88,0,0,87,88,88,0,0,0,0,0,0,0,88,88,88,88,88,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
04:12:2020,12:00:00,339,0.003185,0.011525,0.013222,-999.,-999.,0.011557,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.014229,-999.,-999.,0.026114,-999.,-999.,0.031390,0.028078,0.447851,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.826838,2.715071,1.720499,0.053969,0.304565,-999.,92,92,92,0,0,92,0,0,0,0,0,0,0,0,92,0,0,92,0,0,92,92,92,0,0,0,0,0,0,0,92,72,92,92,92,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
05:12:2020,12:00:00,340,0.003910,0.012647,0.014350,-999.,-999.,0.012258,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.014770,-999.,-999.,0.026909,-999.,-999.,0.032784,0.028727,0.470400,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.752986,2.677957,1.627192,-0.002866,0.309775,-999.,82,82,82,0,0,82,0,0,0,0,0,0,0,0,82,0,0,82,0,0,82,82,82,0,0,0,0,0,0,0,82,62,82,82,82,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
06:12:2020,12:00:00,341,0.003488,0.012050,0.013799,-999.,-999.,0.011146,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.013513,-999.,-999.,0.025779,-999.,-999.,0.031908,0.027620,0.286565,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.730228,2.689685,1.746680,-0.098416,0.293058,-999.,94,94,94,0,0,94,0,0,0,0,0,0,0,0,94,0,0,94,0,0,94,94,94,0,0,0,0,0,0,0,94,61,94,91,94,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
07:12:2020,12:00:00,342,0.006595,0.014006,0.015374,-999.,-999.,0.011700,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.012924,-999.,-999.,0.025066,-999.,-999.,0.029808,0.025075,0.316323,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.613791,2.458561,1.811829,-0.160260,0.043993,-999.,72,72,72,0,0,72,0,0,0,0,0,0,0,0,72,0,0,72,0,0,72,72,72,0,0,0,0,0,0,0,72,40,72,55,72,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
08:12:2020,12:00:00,343,0.003682,0.012481,0.014593,-999.,-999.,0.012582,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.015603,-999.,-999.,0.029085,-999.,-999.,0.034405,0.030548,0.276474,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.851532,2.878036,1.752459,0.088371,0.185335,-999.,90,90,90,0,0,90,0,0,0,0,0,0,0,0,90,0,0,90,0,0,90,90,90,0,0,0,0,0,0,0,90,85,90,90,90,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
09:12:2020,12:00:00,344,0.002685,0.010819,0.012297,-999.,-999.,0.009227,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.011691,-999.,-999.,0.025686,-999.,-999.,0.030857,0.026744,0.266031,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.885725,2.987737,2.128056,-0.091068,0.177812,-999.,97,97,97,0,0,97,0,0,0,0,0,0,0,0,97,0,0,97,0,0,97,97,97,0,0,0,0,0,0,0,97,58,97,94,97,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
10:12:2020,12:00:00,345,0.002047,0.014924,0.018412,-999.,-999.,0.020856,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.031592,-999.,-999.,0.049197,-999.,-999.,0.059641,0.060867,0.973199,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.375290,2.319863,1.889789,0.986346,0.863934,-999.,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
13:12:2020,12:00:00,348,0.005394,0.014119,0.016048,-999.,-999.,0.015016,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.020064,-999.,-999.,0.036296,-999.,-999.,0.042887,0.042842,0.270118,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.060667,2.852955,1.879733,0.384343,0.689868,-999.,95,95,95,0,0,95,0,0,0,0,0,0,0,0,95,0,0,95,0,0,95,95,95,0,0,0,0,0,0,0,95,95,95,95,95,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
14:12:2020,12:00:00,349,0.010055,0.018102,0.020138,-999.,-999.,0.022208,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.031172,-999.,-999.,0.044135,-999.,-999.,0.051611,0.053721,0.385983,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.107919,1.848259,1.521486,0.803922,0.793698,-999.,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
15:12:2020,12:00:00,350,0.003158,0.010791,0.012775,-999.,-999.,0.012610,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.017208,-999.,-999.,0.028769,-999.,-999.,0.035261,0.034823,0.350073,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.083778,2.648504,1.757162,0.542869,0.791021,-999.,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
16:12:2020,12:00:00,351,0.003971,0.013317,0.014932,-999.,-999.,0.012064,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.015047,-999.,-999.,0.030763,-999.,-999.,0.036070,0.033468,0.359226,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.882646,2.778993,1.973990,-0.031138,0.351432,-999.,71,71,71,0,0,71,0,0,0,0,0,0,0,0,71,0,0,71,0,0,71,71,71,0,0,0,0,0,0,0,71,46,71,71,71,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
17:12:2020,12:00:00,352,0.015427,0.022566,0.023356,-999.,-999.,0.020021,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.023093,-999.,-999.,0.037324,-999.,-999.,0.040053,0.037766,0.373795,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.676889,2.093250,1.416892,0.081078,0.081025,-999.,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
18:12:2020,12:00:00,353,0.004527,0.014053,0.015957,-999.,-999.,0.014933,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.018288,-999.,-999.,0.032013,-999.,-999.,0.037863,0.035333,0.487137,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.857607,2.717893,1.607864,0.174979,0.407845,-999.,92,92,92,0,0,92,0,0,0,0,0,0,0,0,92,0,0,92,0,0,92,92,92,0,0,0,0,0,0,0,92,86,92,92,92,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
19:12:2020,12:00:00,354,0.001250,0.009776,0.011277,-999.,-999.,0.009478,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.012338,-999.,-999.,0.026781,-999.,-999.,0.032098,0.030181,0.416244,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.038778,2.801049,2.215041,0.105965,0.464897,-999.,92,92,92,0,0,92,0,0,0,0,0,0,0,0,92,0,0,92,0,0,92,92,92,0,0,0,0,0,0,0,92,50,92,85,92,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
20:12:2020,12:00:00,355,0.002173,0.010558,0.012102,-999.,-999.,0.009005,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.010645,-999.,-999.,0.024845,-999.,-999.,0.029397,0.026235,0.334523,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.754103,2.735840,2.087431,0.143525,0.179424,-999.,88,88,88,0,0,88,0,0,0,0,0,0,0,0,88,0,0,88,0,0,88,88,88,0,0,0,0,0,0,0,88,45,88,55,88,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
21:12:2020,12:00:00,356,0.000204,0.007526,0.008482,-999.,-999.,0.003819,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.003579,-999.,-999.,0.016478,-999.,-999.,0.019847,0.014912,0.492605,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.554160,2.574178,2.652231,-0.181020,-0.341581,-999.,87,87,87,0,0,87,0,0,0,0,0,0,0,0,87,0,0,87,0,0,87,87,87,0,0,0,0,0,0,0,87,35,73,33,87,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
22:12:2020,12:00:00,357,0.003117,0.010821,0.011961,-999.,-999.,0.008790,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.009764,-999.,-999.,0.023047,-999.,-999.,0.025920,0.022876,0.314139,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.699681,2.887526,1.942094,-0.130217,-0.010861,-999.,36,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,36,36,0,0,0,0,0,0,0,36,20,36,26,36,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
23:12:2020,12:00:00,358,0.013586,0.021030,0.022842,-999.,-999.,0.020692,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.020826,-999.,-999.,0.033763,-999.,-999.,0.036315,0.031976,0.193307,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.418554,2.066292,0.942155,-0.164202,-0.181193,-999.,87,87,87,0,0,87,0,0,0,0,0,0,0,0,87,0,0,87,0,0,87,87,87,0,0,0,0,0,0,0,87,87,87,87,87,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
24:12:2020,12:00:00,359,0.006258,0.011809,0.012607,-999.,-999.,0.010104,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.009957,-999.,-999.,0.021422,-999.,-999.,0.021369,0.018088,0.185350,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.568442,2.388809,1.579347,-0.151043,-0.554508,-999.,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,21,29,22,24,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
25:12:2020,12:00:00,360,0.005086,0.012089,0.013418,-999.,-999.,0.012212,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.015635,-999.,-999.,0.028457,-999.,-999.,0.032269,0.038352,0.313993,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.973750,2.709196,1.826148,0.255735,0.486334,-999.,41,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,22,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
26:12:2020,12:00:00,361,0.003588,0.010182,0.011363,-999.,-999.,0.007576,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.008304,-999.,-999.,0.022294,-999.,-999.,0.026582,0.022739,0.380592,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.649976,2.546211,2.150773,-0.018235,-0.049664,-999.,84,84,84,0,0,84,0,0,0,0,0,0,0,0,84,0,0,84,0,0,84,84,84,0,0,0,0,0,0,0,84,45,76,48,82,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
27:12:2020,12:00:00,362,0.003938,0.010769,0.011561,-999.,-999.,0.006567,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.006827,-999.,-999.,0.021914,-999.,-999.,0.025685,0.021330,0.579972,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.489781,2.816355,2.350385,-0.199372,-0.095465,-999.,55,55,55,0,0,55,0,0,0,0,0,0,0,0,55,0,0,55,0,0,55,55,55,0,0,0,0,0,0,0,55,17,55,26,55,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
28:12:2020,12:00:00,363,0.006184,0.012698,0.013982,-999.,-999.,0.009898,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.013924,-999.,-999.,0.025539,-999.,-999.,0.030432,0.025668,0.777596,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.803280,2.895890,2.035542,0.007278,0.075501,-999.,49,49,49,0,0,49,0,0,0,0,0,0,0,0,49,0,0,49,0,0,49,49,49,0,0,0,0,0,0,0,49,49,49,49,49,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
29:12:2020,12:00:00,364,0.006095,0.013332,0.015146,-999.,-999.,0.012152,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.016511,-999.,-999.,0.029456,-999.,-999.,0.035640,0.032000,0.501784,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.891416,3.024410,2.032177,0.104895,0.341632,-999.,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
30:12:2020,12:00:00,365,0.004117,0.012698,0.015803,-999.,-999.,0.018293,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.028065,-999.,-999.,0.042006,-999.,-999.,0.049746,0.050239,0.315986,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.374238,2.131480,1.863722,1.019232,0.706789,-999.,89,89,89,0,0,89,0,0,0,0,0,0,0,0,89,0,0,89,0,0,89,89,89,0,0,0,0,0,0,0,89,89,89,89,89,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
31:12:2020,12:00:00,366,0.002534,0.008890,0.010565,-999.,-999.,0.008971,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.013280,-999.,-999.,0.025089,-999.,-999.,0.029132,0.026355,0.303678,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.159541,2.944522,2.250236,0.394700,0.221577,-999.,95,95,95,0,0,95,0,0,0,0,0,0,0,0,95,0,0,95,0,0,95,95,95,0,0,0,0,0,0,0,95,95,95,95,95,0,lev20,840,Sevilleta,34.354721,-106.885002,1477.000000
